expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR18,創成魔獣 囂々喚き,（ソウセイマジュウ ゴウゴウワメキ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR18&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_216.png,ノーマルユニット,ブラントゲート,ゲノムゲル/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,Moopic,【自】：このカードが魔獣合成された時、相手のヴァンガードがグレード３以上なら、【コスト】[【カウンターブラスト】(1)，このカードをドロップに置く]ことで、このコストでドロップに置かれたカードを(R)にコールし、そのターン中、パワー＋10000。そのターン終了時、そのコールされたユニットをバインドする。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR19,リグレイン・リサーチャー 深奥暴き,（リグレイン・リサーチャー シンオウアバキ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR19&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_217.png,ノーマルユニット,ブラントゲート,ヒューマン/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,辰馬大助,【起】【手札】：あなたのオーダーゾーンに、このカードと同名のカードがなく、「リグレイン生命創成研究所」があり、このターンにあなたのオーダーゾーンにカードが置かれていないなら、【コスト】[このカードをオーダーゾーンに置く]ことで、１枚引く。【永】【(G)】：このカードと同名のあなたのオーダーゾーンがあるなら、このユニットのシールド＋5000。【起】【オーダーゾーン】【ターン1回】：【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から７枚見て、〈ゲノムゲル〉を１枚まで選び、捨て、山札をシャッフルする。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR20,裁秤僚機 ウェイバリス,（ライヴレイダー ウェイバリス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR20&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_218.png,セットオーダー,ブラントゲート,プロダクト,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,デザイン／三越はるは　イラスト／ToMo,【永】：このカードは〈幻影〉の能力以外で稼働できず、このカードが赫月カードの能力で山札から公開されている間、このカードは赫月カードとして扱い、手札に加える際、かわりにオーダーゾーンに置く。稼働－【自】【オーダーゾーン】：このカードが稼働した時、このカードをパワー10000/シールド10000/クリティカル１で『インターセプト』を持つノーマルユニットとして(R)にコールする。コールしたなら、１枚引いてよい。過充填－【自】【(R)】【ターン1回】：このユニットがアタックした時、このターンにこのユニットが「アルグリーヴラ」を含むグレード３以上のあなたのヴァンガードの能力で選ばれているなら、そのターン中、このユニットは『【自】【(R)】【ターン1回】：あなたのヴァンガードがアタックした時、【コスト】[【エネルギーブラスト】(3)]することで、このユニットを【スタンド】させ、相手のヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋10000。』を得て、パワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR21,フィーレ・ブランデ,（フィーレ・ブランデ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR21&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_219.png,ノーマルユニット,ブラントゲート,バトロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,なかざき冬,【自】【(R)】：あなたのターン終了時、あなたのヴァンガードが「ロートバイザー」を含み、このターンにあなたのアリーナがオーダーゾーンに置かれているなら、【コスト】[このユニットをソウルに置く]ことで、【エネルギーチャージ】(3)。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR22,ブリッツデザイナー ラーツェント,（ブリッツデザイナー ラーツェント）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR22&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_220.png,ノーマルユニット,ブラントゲート,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,白砂かに,【自】【ドロップ】：あなたのプロダクトが稼働した時、あなたのヴァンガードが「ブリッツ」を含むなら、以下を１つ行う。・あなたのリアガードすべてがこのカードと別名なら、このカードを後列の(R)にコールする。・【コスト】[このカードをバインドする]ことで、【エネルギーチャージ】(2)し、そのターン中、あなたはこのカードと同名のカードの【自】能力のコストを払えない。【永】【(R)】：あなたのヴァンガードが「ブリッツ」を含むなら、このユニットは『インターセプト』を得て、後列からでもインターセプトできる。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR23,裁秤僚機 トリスディア,（ライヴレイダー トリスディア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR23&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_221.png,セットオーダー,ブラントゲート,プロダクト,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,デザイン／三越はるは　イラスト／ToMo,【永】：このカードは〈幻影〉の能力以外で稼働できず、このカードが赫月カードの能力で山札から公開されている間、このカードは赫月カードとして扱い、手札に加える際、かわりにオーダーゾーンに置く。稼働－【自】【オーダーゾーン】：このカードが稼働した時、このカードをパワー13000/シールド5000/クリティカル１のノーマルユニットとして(R)にコールし、あなたのヴァンガードが「アルグリーヴラ」を含むグレード３以上なら、そのターン中、このユニットのパワー＋10000。過充填－【自】【(R)】【ターン1回】：このユニットが「アルグリーヴラ」を含むグレード３以上のあなたのヴァンガードの能力で選ばれた時、そのターン中、このユニットのクリティカル＋１。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR24,裁秤僚機 ローヴロイ,（ライヴレイダー ローヴロイ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR24&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_222.png,セットオーダー,ブラントゲート,プロダクト,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,デザイン／三越はるは　イラスト／ToMo,【永】：このカードは〈幻影〉の能力以外で稼働できず、このカードが赫月カードの能力で山札から公開されている間、このカードは赫月カードとして扱い、手札に加える際、かわりにオーダーゾーンに置く。稼働－【自】【オーダーゾーン】：このカードが稼働した時、このカードをパワー8000/シールド5000/クリティカル１で『ブースト』を持つノーマルユニットとして(R)にコールし、グレード３以上の相手のヴァンガードを１枚選び、そのターン中、パワー－5000。過充填－【自】【中央後列の(R)】：このユニットが「アルグリーヴラ」を含むグレード３以上のあなたのヴァンガードの能力で選ばれた時、相手のダメージゾーンが４枚以下で、このターンにあなたがペルソナライドしているなら、相手のヴァンガードを１枚選び、１ダメージ。このファイト中、あなたはこのユニットと同名のカードの過充填能力を発動できない。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR25,Bel-Fiore ミーク,（ベル-フィオーレ ミーク）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR25&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_223.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,FR,こよいみつき,【自】：このユニットがあなたのカードの能力で(R)に登場した時、あなたのヴァンガードが「Bel-Fiore」を含むなら、相手の前列の(R)を１つ選び、次の相手のターン終了時まで、このユニットのパワーとシールドを、選んだ(R)のユニットの元々のシールド分、それぞれ増やし、相手は選んだ(R)のユニットカードすべてを山札の下に望む順で置く。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR26,イネクスピアブル・ドラゴン,（イネクスピアブル・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR26&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_224.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,近藤途轍,【永】：あなたのヴァンガードが「ブラグドマイヤー」を含むグレード３以上なら、このカードは以下すべてを得る。・【自】：バトルフェイズ以外にこのユニットが(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、あなたのバインドゾーンからこのユニットと別名のグレード３以下のノーマルユニットを１枚選び、(R)にコールする。コールしたなら、あなたのドロップから１枚選び、バインドし、そのターン終了時、そのコールされたユニットを退却させる。・【永】【(R)/(G)】：このユニットのパワー＋5000/シールド＋5000。相手のヴァンガードがグレード３以上で、このカードと同名のあなたのバインドゾーンがあるなら、さらにパワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR27,菱星厳選の女魔術師,（スターセレクト・ソーサレス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR27&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_225.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,匈歌ハトリ,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「女魔術師」を含むなら、【コスト】[【エネルギーブラスト】(3)]することで、１枚引く。あなたのヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。【自】【前列の(R)】【ターン1回】：このユニットが「女魔術師」を含むグレード３以上のあなたのヴァンガードの能力で選ばれた時、あなたの山札を上から１枚見て、山札の上かソウルに置き、そのターン中、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR28,淑徳の騎士 アンドリヴェート,（シュクトクノキシ アンドリヴェート）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR28&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_226.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,たつよ,【自】：あなたのターンにこのカードが手札から捨てられた時、あなたのライドデッキから「リィエル」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「リィエル」を含むグレード３以上なら、あなたの山札を上から５枚見て、１枚まで選び、捨て、山札をシャッフルする。【自】【ドロップ】：あなたのメインフェイズ開始時、あなたのヴァンガードが「リィエル」を含むグレード３以上なら、【コスト】[【エネルギーブラスト】(3)]することで、このカードを(R)にコールし、相手のヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR29,Bel-Fiore ピネッセ,（ベル-フィオーレ ピネッセ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR29&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_227.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,やまだ六角,【自】：このユニットがあなたのカードの能力で(R)に登場した時、あなたのヴァンガードが「Bel-Fiore」を含むなら、そのターン中、このユニットは『ブースト』を得て、相手のリアガードを１枚選び、そのターン中、シールド－5000。【自】：このユニットが(G)に置かれた時、あなたのヴァンガードが「Bel-Fiore」を含むなら、相手のユニットを１枚選び、そのターン中、パワー－5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR30,グリスン・ウパシチリィ,（グリスン・ウパシチリィ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR30&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_228.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,ヨシヤ,【自】：あなたのターンにこのカードが、(R)に登場した時か手札から捨てられた時、あなたのライドデッキから「リィエル」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「リィエル」を含むグレード３以上なら、あなたの山札を上から２枚見て、１枚まで選び、ソウルに置くか、捨てる。残りを山札の下に望む順で置く。さらに相手のヴァンガードがグレード３以上なら、あなたのヴァンガードを１枚選び、そのターン中、パワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR31,パタファクション・エンジェル,（パタファクション・エンジェル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR31&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_229.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,まるえ,【自】【(R)】：このユニットがブーストしたアタックがヴァンガードにヒットした時、あなたのライドデッキから「レザエル」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「レザエル」を含むグレード３以上なら、あなたの山札を上から７枚見て、「幻真獣」を含むカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。加えたなら、このユニットをソウルに置く。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR32,Bel-Fiore アプレナ,（ベル-フィオーレ アプレナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR32&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_230.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,大居シシィ,【自】【オーダーゾーン】：相手がオーダーをプレイした時、【コスト】[このカードをバインドする]ことで、１枚引く。そのターン中、あなたはこのカードと同名のカードの【自】能力のコストを払えない。【永】【(R)】：このターンに、相手がオーダーをプレイしていて、このユニットがあなたのカードの能力で登場しているなら、このユニットのパワー＋10000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR33,ヴェレーノ・ソルダート ベスピーノ,（ヴェレーノ・ソルダート ベスピーノ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR33&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_231.png,ノーマルユニット,ストイケイア,インセクト,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,西木あれく,【自】：このユニットが(R)に登場した時、そのターン中、このユニットは『【自】【前列の(R)】：あなたのターン終了時、「ヴェレーノ」を含むあなたのユニットが５枚以上なら、【コスト】[「ヴェレーノ」を含むリアガードを１枚ソウルに置く]ことで、あなたのドロップからブリッツオーダーを１枚選び、手札に加える。』を得る。【自】【(R)】：このユニットがヴァンガードにアタックした時、あなたのヴァンガードが「ラスカリア」を含むグレード３以上で、あなたの、(R)とドロップに、「ヴェレーノ」を含む他のカードが合計４枚以上なら、そのバトル中、このユニットのパワー＋5000。合計８枚以上なら、＋5000ではなく＋15000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR34,親和の狩人 シルビオーゼ,（シンワノカリュウド シルビオーゼ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR34&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_232.png,ノーマルユニット,ストイケイア,エルフ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,でんきちひさな,【自】：あなたのターンにこのカードが、山札から捨てられた時か、あなたのオーダーゾーンの魔法の効果で手札から捨てられた時、あなたのヴァンガードが「ベルクレア」を含むグレード３以上で、あなたのリアガードすべてがこのカードと別名なら、このカードを(R)にコールしてよい。コールしたなら、そのターン終了時、このユニットをソウルに置く。【永】【(R)】：あなたのヴァンガードが「ベルクレア」を含むグレード３以上なら、このユニットは『ブースト』を得る。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR35,水郷の学匠 リトゥエーラ,（スイゴウノガクショウ リトゥエーラ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR35&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_233.png,ノーマルユニット,ストイケイア,エルフ/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,村松邑,【永】【(R)】：あなたのヴァンガードが「ゼーリス」を含むグレード３以上で、このターンにこのユニットがドロップから(R)に登場しているなら、このユニットのパワー＋5000。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「ゼーリス」を含むなら、【コスト】[【エネルギーブラスト】(2)]することで、あなたの山札を上から５枚見て、赫月カードか極大魔法カードを１枚まで選び、捨て、山札をシャッフルする。あなたのヴァンガードがグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR36,楽園を訪れし者 フィルデア,（ラクエンヲオトズレシモノ フィルデア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR36&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_234.png,ノーマルユニット,ストイケイア,シルフ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,ueo,【自】：あなたの世界が真宵楽園なら、このコストで払う【ソウルブラスト】は(1)減る。このユニットが山札か手札から(R)に登場した時、あなたのヴァンガードが「楽園」を含むなら、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から７枚見て、「ナナクリル」を含むカードか、「花開け、此処は真なる宵の楽園」を１枚まで選び、公開して手札に加え、山札をシャッフルする。【起】【(R)】：【コスト】[このユニットをソウルに置く]ことで、そのターン中、あなたが「花開け、此処は真なる宵の楽園」の能力で１つ行う際、１つではなく２つ行う。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR37,樹角獣 スクレル,（ジュカクジュウ スクレル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR37&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_235.png,ノーマルユニット,ストイケイア,ハイビースト,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,カエルDX,【自】：クリティカル２以上のユニットがアタックしているバトルでこのユニットが(G)に置かれた時、あなたのヴァンガードが「樹角獣」を含むなら、【コスト】[【エネルギーブラスト】(2)]することで、そのバトル中、このユニットのシールド＋15000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR38,照験の学徒 シーグナ,（ショウケンノガクト シーグナ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR38&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_236.png,ノーマルユニット,ストイケイア,ワービースト/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,ゆずしお,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「ゼーリス」を含むなら、あなたの山札を上から３枚見て、１枚まで選び、捨て、山札をシャッフルする。【永】【(G)】：あなたのヴァンガードが「ゼーリス」を含むなら、このユニットのシールド＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR39,ニンニン・ジンギー,（ニンニン・ジンギー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR39&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_237.png,ノーマルユニット,ストイケイア,ドリアード,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,FR,IRIA,【自】【(R)】：このユニットがブーストした時、あなたのヴァンガードがグレード３以上なら、【コスト】[ドロップからノーマルオーダーを１枚山札の下に置く]ことで、そのバトル中、このユニットのパワー＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR40,泡沫の極大魔法 グリド・ラディアール,（ファントム・グランマギア グリド・ラディアール）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR40&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_238.png,ノーマルオーダー,ストイケイア,極大魔法,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,FR,BISAI,このカードはドロップからでもプレイでき、あなたのヴァンガードが「泡沫の大魔法師 ゼーリス “幻影”」なら、【コスト】[【ソウルブラスト】(1)]することでプレイできる！このカードをバインドし、そのターン中、あなたのヴァンガードは『【永】【(V)】：あなたの〈幻影〉のユニットすべてのパワー＋5000。あなたのバインドゾーンに「泡沫の極大魔法 グリド・ラディアール」が３枚以上なら、＋5000ではなく＋10000。』を得る。【永】：このカードはこのカードの能力以外でバインドされず、あなたのヴァンガードが「ゼーリス」を含むなら、このカードが赫月カードの能力で山札から公開されている間、このカードは赫月カードとして扱う。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR41,X-CeeDaNCe ラピ・グロッサ,（イクシーダンス ラピ・グロッサ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR41&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_239.png,ノーマルユニット,リリカルモナステリオ,ヒューマン/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,がり,【自】：このユニットが(R)に登場した時、あなたの自己改修ゲージがあるなら、【コスト】[【カウンターブラスト】(1)]することで、あなたの山札を上から７枚見て、１枚まで選び、公開し、あなたのヴァンガードのグレード以下の「X-CeeDaNCe」を含むカードなら(R)にコールし、赫月カードなら手札に加える。山札をシャッフルする。あなたのヴァンガードがグレード３以上なら、そのターン中、このユニットのパワー＋5000。【自】：このユニットが(G)に置かれた時、あなたの自己改修ゲージが２枚以上なら、そのバトル中、このユニットのシールド＋5000。４枚以上なら、【コスト】[【ソウルブラスト】(1)]することで、さらにシールド＋5000。,-
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/FR42,EuphoricReverb ソフィア,（ユーフォリック・リバーブ ソフィア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/FR42&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_240.png,ノーマルユニット,リリカルモナステリオ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,FR,Lucio,【自】：このユニットが手札から(R)に登場した時、あなたの山札を上から５枚見て、「アルティサリア」を含むカードか、楽装カードを１枚まで選び、公開して手札に加え、山札をシャッフルする。公開したなら、あなたの手札から１枚選び、ソウルに置くか、捨てる。【自】【(R)】：このユニットがアタックした時、あなたのオーダーゾーンの楽装カード１枚につき、そのターン中、このユニットのパワー＋5000。,-
